0_DummyClassifier,0_LogisticRegression-Hyper-Base-FullSet,0_DecisionTreeClassifier-Hyper-Base-FullSet,0_RandomForestClassifier-Hyper-Base-FullSet,0_XGBClassifier-Hyper-Base-FullSet,0_LGBMClassifier-Hyper-Base-FullSet,0_MLPClassifier-Hyper-Base-FullSet,0_DecisionTreeClassifier-Hyper-SMOTE-FullSet,0_RandomForestClassifier-Hyper-SMOTE-FullSet,0_XGBClassifier-Hyper-SMOTE-FullSet,0_LGBMClassifier-Hyper-SMOTE-FullSet
0.5,0.7517238266053541,0.6666666666666666,0.7703848921680626,0.79513603,0.8644474608404097,0.9708894263784209,1.0,0.7963372374428641,0.9318569,0.933227561970385
0.5,0.9771078541989788,0.9969608712169178,0.9973463745265199,0.99782366,0.9989655600671655,0.9974403822525134,1.0,1.0,0.9974282,0.9931550697089043
0.5,0.9971795913813701,0.9969608712169178,0.9989784367463034,0.99760544,0.9992794773346623,0.999793060079284,1.0,1.0,0.9978272,0.9940829672260293
0.5,0.9984255554158735,0.9969608712169178,0.9994472344335991,0.9988784,0.9998417392806851,0.9999269870105227,1.0,0.998,0.99788994,0.9943636727009417
0.5,0.9838613517071093,0.9969608712169178,0.9935254061148272,0.99682236,0.9996861448450374,0.9997400714294354,1.0,0.998,0.9963684,0.994569384113762
0.5,0.7673677525343717,0.8673469387755102,0.9595170928444046,0.9784307,0.9894417709987721,0.9957381043904113,1.0,0.9955272727272727,0.9916657,0.9789476094047774
0.5,0.8026611995550252,0.9271542789458099,0.9227873854025281,0.9724546,0.9903972866427442,0.998521962959147,1.0,0.9416,0.9816585,0.9749924129629038
0.5,0.6577573690583067,0.5374771480804388,0.6634687486121275,0.7513591,0.8571665049896873,0.6127906022742743,1.0,0.5067752947027445,0.43033856,0.35031166351994314
0.5,0.7725320838630055,0.8673469387755102,0.8161104962157576,0.84168744,0.7649062599939582,0.8957278530958357,1.0,0.8627087102037665,0.9260358,0.9169364213826997
0.5,0.9723635430272404,0.9969608712169178,0.9930498685208755,0.99727905,0.9986265921193443,0.9948673388332541,1.0,0.998,0.99734175,0.9931300225605618
0.5,0.9917055767178278,0.9969608712169178,0.9314463083656406,0.9930508,0.9905120368714548,0.9997257124560096,1.0,0.956,0.99153024,0.9915024189599857
0.5,0.671187514795919,0.8679504814305364,0.8681084583787329,0.83766353,0.8782400172116034,0.7453605293731245,1.0,0.8543134860791953,0.9049462,0.8795586681414294
0.5,0.9049619239664657,0.9723314182038101,0.7396125096519153,0.73791337,0.6829752971450389,0.9863523810098304,1.0,0.6425636904761904,0.8513265,0.8053666162810297
0.5,0.30286828511580954,0.19420783645655879,0.3111301238727121,0.12831873,0.05397479963924434,0.5337429055949956,0.0,0.14310328030019803,0.04430765,0.027985511202913482
0.5,0.9637750448558124,0.9969608712169178,0.9916227431843869,0.9942859,0.9972989273656194,0.9904554378055624,1.0,0.9859864864864865,0.9956212,0.9926014058409911
0.5,0.27284882735695903,0.45768025078369906,0.5557622852578817,0.76665175,0.8847655300035424,0.8793039783532883,0.0,0.3007536540210476,0.46378297,0.5689721824217643
0.5,0.6298413392528951,0.45768025078369906,0.4106004199950351,0.4728847,0.3318983364866527,0.5550382110557279,0.0,0.2608690019704103,0.20496464,0.20528550333832074
0.5,0.9360972059566949,0.9969608712169178,0.9264461559814847,0.9811515,0.9971446358766718,0.9981905908827194,1.0,0.96,0.98994476,0.9859155556738444
0.5,0.9767009075893163,0.9815950920245399,0.982783893012108,0.9889501,0.993363661210491,0.9994562031659875,1.0,0.9873604895104896,0.9899237,0.9822518405258499
0.5,0.7904019152592009,0.88,0.9066867091675929,0.9535962,0.9762102249113513,0.9014666440612101,1.0,0.9172767847947261,0.98192066,0.9722507562672736
0.5,0.9785220334858289,0.9969608712169178,0.9824910893316497,0.9934548,0.9970038601558316,0.9991475302163099,1.0,0.9956962025316456,0.99590284,0.9920319509695698
0.5,0.7797100507398935,0.743421052631579,0.8138003645133105,0.9188426,0.9607732435624742,0.9158937773119735,1.0,0.82702511111726,0.8639213,0.7665911903265727
0.5,0.9528396362696602,0.9815950920245399,0.9750096398285132,0.9898177,0.9831599051265302,0.9971820923725742,1.0,0.978,0.99258804,0.9856157136995889
0.5,0.46494635148688057,0.25986642380085,0.31668370795567446,0.24563229,0.2065589478747213,0.4038958191498687,0.0,0.07623048668503214,0.02559948,0.05293699385034889
0.5,0.8815561278560573,0.9271542789458099,0.8874384378496283,0.9493246,0.9702909188778575,0.9573924364824232,1.0,0.9330949494949494,0.9761728,0.9606827302591341
0.5,0.9579023560324225,0.9723314182038101,0.6852119573592241,0.7887857,0.7010243191939483,0.9482553493895506,0.0,0.724,0.9052988,0.9241646871593674
0.5,0.957068493050258,0.9723314182038101,0.9830644812523607,0.9929453,0.9964458736133573,0.990813351039761,1.0,0.9782877851687606,0.99421364,0.981146759914987
0.5,0.560997526853988,0.25,0.641324925899132,0.70799553,0.7592545782742767,0.6235251441818224,1.0,0.4530502875903163,0.5078833,0.20582129152609085
0.5,0.9811597828736455,0.9271542789458099,0.976922804285853,0.9942709,0.9904096240443214,0.9987573976416012,1.0,0.9818947368421053,0.9929808,0.9817986710585376
0.5,0.9737774452773907,0.9969608712169178,0.9931807322975386,0.99573845,0.9993299935303712,0.9995206095280172,1.0,0.986,0.9959276,0.9901885590044792
0.5,0.8803506259606642,0.8654708520179372,0.9822166596730642,0.9785051,0.990800862686503,0.9800812775182408,1.0,0.9795458585740501,0.9789269,0.9422679288728424
0.5,0.7851323122952261,0.9016,0.6623905371936375,0.66374665,0.7281519425916239,0.9194989852486094,0.0,0.6148325925126766,0.65362316,0.751196408084682
0.5,0.9972349399048571,0.9969608712169178,0.9957317792150958,0.9981233,0.9997573151635297,0.9997626406582895,1.0,0.998,0.9972757,0.9933491879757151
0.5,0.9152768715326355,0.9969608712169178,0.9542580719230235,0.9839238,0.990367552457213,0.9978946747651315,1.0,0.9774268502581756,0.9900076,0.9898686255607503
0.5,0.9633799779859769,0.9723314182038101,0.9327859003712702,0.97697717,0.9916765282724812,0.9949708206298871,1.0,0.92,0.98822665,0.9831764988514552
0.5,0.9173250824347791,0.9016,0.9743419929853551,0.98390317,0.9898536500745198,0.9900298391687984,1.0,0.9886666666666666,0.99044144,0.9832881148829853
0.5,0.10673287059617187,0.25986642380085,0.3986010505832458,0.36967438,0.30105720920836176,0.667126281786725,0.0,0.022,0.007058859,0.009619546910394239
0.5,0.9845877552108476,0.9969608712169178,0.991817077930304,0.99742246,0.9996413801969282,0.9993097923908181,1.0,0.994,0.9959235,0.99269056592312
0.5,0.20392509841018047,0.22634508348794063,0.40890775947173497,0.34817457,0.28976229091017236,0.5207628399453366,0.0,0.26,0.09263623,0.09414814925612969
0.5,0.9922376048983051,0.9723314182038101,0.9954157803689553,0.9923592,0.9968523089280296,0.9997750841915912,1.0,0.9998487439613526,0.9954228,0.9895331351828134
0.5,0.016806661203469297,0.25986642380085,0.18270877996202223,0.13533837,0.15161806269936395,0.3815030141903516,0.0,0.03001785714285714,0.010227501,0.01909639691311038
0.5,0.7398337122708291,0.8673469387755102,0.9609894995927983,0.9816577,0.9830769341346707,0.9979078746357956,1.0,0.984,0.9920815,0.9751316465336461
0.5,0.9414024788144788,0.7272727272727273,0.7460791557965136,0.9328971,0.9550296376793369,0.9842439665155803,1.0,0.7,0.9191596,0.9037177332603834
0.5,0.9210421593301596,0.8654708520179372,0.971401922992588,0.9762828,0.98251409614866,0.9987751940574199,1.0,0.9701912699218678,0.9878501,0.9773189663542194
0.5,0.9468762961426295,0.9969608712169178,0.9856085485960235,0.9965382,0.9991335996565623,0.9966196949860702,1.0,1.0,0.9962056,0.9923387105241811
0.5,0.457792141030825,0.19420783645655879,0.31141148961770204,0.2981748,0.1761459495611183,0.518300432362828,0.0,0.08906638824847898,0.08049029,0.059533035579886096
0.5,0.48577598738324335,0.5454545454545454,0.5385226182154901,0.5985662,0.5225579203742328,0.5530832341229557,0.0,0.21040798634916283,0.062116086,0.11336906558594873
0.5,0.32346201268786956,0.22634508348794063,0.3610727585947716,0.35180897,0.40157552427146537,0.666368441516253,0.0,0.312,0.19120866,0.34592667814698064
0.5,0.2324416171162319,0.23692307692307693,0.2990619979980646,0.20879447,0.13868447052963195,0.4368321391298694,1.0,0.19,0.059621155,0.03911264638467482
0.5,0.9985967405019015,0.9969608712169178,0.9988429349323538,0.9970635,0.9996203251146223,0.9999060526088682,1.0,1.0,0.9968244,0.9939818560981253
0.5,0.12405906585063342,0.25986642380085,0.23858061170484252,0.24163282,0.24457390777876054,0.4356690156637286,0.0,0.006,0.0059843063,0.012898061816723483
0.5,0.8117011278187342,0.8673469387755102,0.8070791756375585,0.9099554,0.9392330112504943,0.8856052205915008,1.0,0.8518571428571429,0.96323204,0.9637563706182751
0.5,0.48033894781689657,0.19420783645655879,0.6857703251513332,0.50275034,0.31451226027735146,0.5248073583839382,0.0,0.4693949815638333,0.17549175,0.10714677817147267
0.5,0.8681111166288208,0.8673469387755102,0.9030601100525781,0.92481536,0.9566668456592278,0.9308454245243091,1.0,0.8456453814680093,0.9518943,0.9628190990695459
0.5,0.9764933808566537,0.6039603960396039,0.9586448314928289,0.9804259,0.9925541392718353,0.997199760386907,0.0,0.9714414955239601,0.9809785,0.9722440428738999
0.5,0.36692136146337473,0.45768025078369906,0.31544919901145146,0.28074193,0.2612482877756793,0.4809399555776914,0.0,0.200230455111583,0.07326937,0.05478541687994254
0.5,0.36199041544379285,0.39538138558432473,0.6937729276789809,0.8739512,0.9389024921253054,0.771698519590229,0.0,0.4206756021756022,0.71396965,0.4977649694692651
0.5,0.2680262356882791,0.39538138558432473,0.2947562631666263,0.27210593,0.2231513840810695,0.45807776323619254,0.0,0.05230195025270264,0.01527667,0.024451275209078527
0.5,0.955076562600239,0.9723314182038101,0.9411981051407662,0.9742066,0.9815870255161538,0.9969870469870153,1.0,0.952164761904762,0.98401976,0.9713182525792585
0.5,0.16265555562727507,0.20833333333333334,0.34627962304989135,0.34397447,0.36245652955479535,0.5047168101316213,0.0,0.13287650273224044,0.06762177,0.08611658236840802
0.5,0.8262851994708229,0.9016,0.9709082808782908,0.97690487,0.98577617646326,0.9712548215837411,1.0,0.9831475101949612,0.9864381,0.9795154559617669
0.5,0.4208985122600173,0.23692307692307693,0.32149333347170517,0.39630306,0.31123539543553846,0.41052443349892886,0.0,0.14554000000000003,0.06563848,0.07115433245296932
0.5,0.14205143453206115,0.39538138558432473,0.37984171893747926,0.38674134,0.41127572374016375,0.3898129226420839,0.0,0.11198970867530836,0.043254256,0.07006610175820627
0.5,0.39806767292891854,0.39538138558432473,0.505212189126898,0.5734036,0.5350816146139021,0.7727227175774298,0.0,0.4107757115749525,0.342934,0.19744826833480333
0.5,0.7972181537477303,0.8673469387755102,0.9056750389363949,0.9642629,0.9770491456169014,0.9463590086205481,1.0,0.931075653975654,0.9759752,0.9663086452547583
0.5,0.21054763604332027,0.25986642380085,0.3417379602845932,0.29996592,0.26980892029777404,0.6187791142786427,0.0,0.014,0.0059509277,0.01349781851374543
0.5,0.9665380302153317,0.9969608712169178,0.9929346699661451,0.99791473,0.9987574311960091,0.9960783260454982,1.0,0.998,0.99723583,0.9930522001392874
0.5,0.69412385916484,0.6666666666666666,0.7102600125265289,0.7199315,0.7299718655266831,0.6500401898152459,0.0,0.6290460256738941,0.5617229,0.680800250996868
0.5,0.39852311087676506,0.39538138558432473,0.4189978929451238,0.4478057,0.4100381950332507,0.4208132455666219,0.0,0.15179594855135622,0.046647668,0.07164527901978779
0.5,0.4461706933727567,0.5374771480804388,0.28879802309770936,0.08550835,0.16366199197871178,0.2508684735614035,0.0,0.09918816744177547,0.025714934,0.023716261031872743
0.5,0.8713296968758351,0.9723314182038101,0.9198426239233652,0.9525276,0.9489673353801986,0.9802976325705919,1.0,0.9503964315489994,0.9737824,0.9633810407507087
0.5,0.9690601786448975,0.9723314182038101,0.9642268512967576,0.9854064,0.9943598032821063,0.9938742457777185,1.0,0.952,0.9881924,0.971244206918469
0.5,0.9673390084011662,0.9723314182038101,0.9679090227815332,0.99384046,0.9979945125625725,0.9993953098590767,1.0,0.9558823529411765,0.9934373,0.9865146499770197
0.5,0.4574336421680395,0.19420783645655879,0.5094016542367997,0.41247064,0.1800016931726377,0.4816728002368714,0.0,0.4840898705202521,0.18572193,0.0885848880957868
0.5,0.7696103632760926,0.5374771480804388,0.7077304650896328,0.8121277,0.8485034850662401,0.8470694239893201,1.0,0.7405,0.82913643,0.8397607661248259
0.5,0.4730212476372496,0.31703204047217537,0.346252301868104,0.27211958,0.20027517910935277,0.4608024941137092,0.0,0.13588213215218833,0.07692516,0.09678371683493803
0.5,0.2614919573168527,0.25986642380085,0.33484940600097834,0.28751773,0.1961289203248392,0.5573872132925606,1.0,0.36721278225544324,0.14342368,0.13109679226928328
0.5,0.5657059020787658,0.5374771480804388,0.6796434436969927,0.63102615,0.5748992826371083,0.955396642014374,1.0,0.6789085007100832,0.6084318,0.6663611807840801
0.5,0.9229599416564034,0.9969608712169178,0.9477405813516983,0.9938095,0.9925467838595701,0.9960113026450074,1.0,0.982,0.99585724,0.9925986359238943
0.5,0.9643348327862759,0.9969608712169178,0.9856480566587148,0.99464524,0.9979111164021588,0.9988506925801129,1.0,0.998,0.9970714,0.9927221877898162
0.5,0.38154169277457717,0.19420783645655879,0.3501571341644911,0.37460262,0.3472358247043177,0.42173004971349115,0.0,0.10926889062360172,0.025309443,0.02068286725727775
0.5,0.29026425196623107,0.04,0.4998768773372287,0.5440489,0.5660479358827759,0.5758225084748805,0.0,0.2481915399638954,0.09256083,0.19281662678428024
0.5,0.9878711380518197,0.9723314182038101,0.9773448076557779,0.99069595,0.996443830301811,0.9997315323768006,1.0,0.9878823529411764,0.9949097,0.9896349045002854
0.5,0.995946202970865,0.9969608712169178,0.9838847567920216,0.9937603,0.9993286805724193,0.9998304583666,1.0,0.996,0.9956856,0.9930395027355536
0.5,0.9459734150338914,0.9969608712169178,0.9667091767286751,0.99412096,0.9973342124416357,0.9982005260546363,1.0,0.984,0.9962293,0.9934363883881467
0.5,0.31053232893282556,0.35514018691588783,0.7022880837077177,0.7590338,0.7339153138761909,0.644549596378714,1.0,0.4353094956302667,0.36293286,0.1570487388587286
0.5,0.9212149715748608,0.9271542789458099,0.9782192227818655,0.9868466,0.9836568866562042,0.9919462659603231,1.0,0.9919829787234042,0.9926616,0.987756142453393
0.5,0.9951375353747057,0.9969608712169178,0.9854119006070765,0.9972652,0.9994847285439545,0.9997736443950679,1.0,1.0,0.99719507,0.9941300011450139
0.5,0.6765406455307734,0.18181818181818182,0.2997851318369399,0.24121892,0.12608632041404133,0.5255952744809482,0.0,0.17518496276723516,0.05849397,0.10326121909095143
0.5,0.8273282827095634,0.9723314182038101,0.7198554976371835,0.85387677,0.68574378690415,0.9003579513602934,1.0,0.74,0.9019378,0.8423146618344872
0.5,0.809936608122215,0.9016,0.857585935067908,0.95814866,0.9703468793695851,0.9778541310784166,1.0,0.9521291402005404,0.9808452,0.9766106705686936
0.5,0.8126881916685766,0.8679504814305364,0.9486177259963662,0.9615102,0.9849543057853792,0.9739727013593222,1.0,0.9465,0.9808068,0.9639437241394792
0.5,0.9590742623330267,0.9969608712169178,0.9947041467321849,0.9967097,0.9985620218759603,0.9986940306250842,1.0,0.998,0.9969423,0.9921356438482992
0.5,0.9653820017907093,0.9723314182038101,0.9633210920843907,0.99272394,0.9977192531911174,0.9970781566631353,1.0,0.9702727272727273,0.9930947,0.9835796853372861
0.5,0.9646282723104793,0.9723314182038101,0.9848298376980819,0.99007726,0.993694924583901,0.9970279918405589,1.0,0.9918516866275487,0.9932911,0.9878127250306774
0.5,0.14118267611675994,0.25986642380085,0.35604544676366773,0.28798527,0.2921647890279605,0.45122319936571387,0.0,0.016,0.0048540235,0.009713864391297622
0.5,0.6463985821748455,0.6666666666666666,0.8437402654303536,0.8980342,0.9483621761915393,0.835783639868522,1.0,0.8649956043956043,0.919018,0.8821453943886269
0.5,0.9998662059002489,0.9969608712169178,1.0,0.9987629,0.999821778557568,0.9999536506047524,1.0,1.0,0.99787605,0.9939443378330803
0.5,0.6683895658164845,0.9271542789458099,0.7756997017096477,0.75424474,0.8025565114676196,0.9287851651812059,1.0,0.7988296086266673,0.83264077,0.9238470972914088
0.5,0.7102231894123862,0.8673469387755102,0.8967295226267445,0.94730234,0.966267467465583,0.9912402778577999,1.0,0.94,0.9626501,0.9276216231836532
0.5,0.9839952365475086,0.9723314182038101,0.9643128185521678,0.9863328,0.9938931606694766,0.9996958703484605,1.0,0.9687326287320736,0.9864052,0.9818922199723187
0.5,0.4305758784216934,0.25986642380085,0.4589760148495455,0.34762096,0.44491926304448104,0.6967571018860352,0.0,0.05706451612903225,0.021707952,0.02463005343888036
0.5,0.6054245243785092,0.8673469387755102,0.7890958619227402,0.8205406,0.7743961931826426,0.8370704249215687,1.0,0.8681606960753914,0.8988953,0.8915139059387523
0.5,0.3568609141676866,0.25986642380085,0.3282434925817286,0.41788143,0.3743067926944612,0.47048348806321594,0.0,0.13629924242424243,0.04166752,0.07551786455240839
0.5,0.13055902197122815,0.25986642380085,0.27337301626552213,0.25411582,0.25537779616774914,0.47301543613355346,0.0,0.0,0.0037522912,0.01052705138713117
0.5,0.4202538442956708,0.14285714285714285,0.7245264593105816,0.8025217,0.6795891473268008,0.5693776281332918,0.0,0.6361428571428571,0.64156616,0.5963774483440536
0.5,0.41324244095459317,0.23692307692307693,0.2744539227940441,0.28855628,0.26213561741861857,0.40234343772846826,0.0,0.104,0.01676613,0.023287088667861555
0.5,0.9035267522938388,0.5866666666666667,0.7671697508018883,0.9210292,0.9591640996024685,0.9376360833434733,1.0,0.796,0.9353405,0.9064056172391104
0.5,0.34439682958462814,0.22634508348794063,0.3873147509635503,0.39838904,0.388313852117804,0.693241161010825,0.0,0.2219473150962513,0.2157656,0.1590690878313712
0.5,0.9549287828924325,0.9723314182038101,0.9274872498992314,0.9776072,0.9805394035741972,0.998072174267684,1.0,0.952609210922356,0.98739374,0.9816192617229249
0.5,0.7867651649482619,0.88,0.8511274591913591,0.8830381,0.9711577386494632,0.9235335533367462,1.0,0.8369498663101603,0.93398356,0.9375242836776078
0.5,0.9842868792146154,0.9969608712169178,0.9891270680660665,0.99675727,0.9992652644244002,0.9996114483652837,1.0,0.986,0.99588597,0.9927861957751992
0.5,0.7581511738358114,0.8673469387755102,0.6993656955535683,0.85311764,0.8417906322471558,0.9681832656032812,1.0,0.762,0.9240233,0.9153016682366476
0.5,0.9744663701025555,0.9815950920245399,0.9655976463661802,0.99020654,0.9938150009982822,0.9887328161277535,1.0,0.96392,0.9902984,0.9857732379911195
0.5,0.26873848107671494,0.2831858407079646,0.3122353923802238,0.27566218,0.462938858183649,0.7449264866938876,0.0,0.1420916030534351,0.0416739,0.06946705936928588
0.5,0.774827467441498,0.6785714285714286,0.7890295497847732,0.85702074,0.7656817861568143,0.9375350417831686,0.0,0.654,0.72526896,0.7075377637944958
0.5,0.7705616251853883,0.8679504814305364,0.6894752821105055,0.7274114,0.6353185308881039,0.9373072595165415,1.0,0.8057619759599641,0.8636484,0.9163512248841609
0.5,0.3365026820394289,0.25986642380085,0.2823331186911509,0.34237427,0.2414920371470176,0.6150909344736724,0.0,0.257246136959395,0.07683158,0.09145430490960993
0.5,0.7848486485164801,0.9016,0.947729719410326,0.9824781,0.9912793970101813,0.9046737377052806,1.0,0.9484433675783995,0.9855235,0.9763613918466121
0.5,0.8866705523087379,0.8673469387755102,0.9287470553408111,0.96027994,0.9506470445144035,0.9875597223574172,1.0,0.9813923076923077,0.9848061,0.9744818794931603
0.5,0.6525967871909203,0.45768025078369906,0.6073388022499332,0.748479,0.6506454685336678,0.7837873816270232,1.0,0.5439586646532256,0.6685735,0.5124047849852216
0.5,0.8368261797279394,0.9969608712169178,0.895303990661633,0.9797493,0.9778495530565378,0.9695625238192895,1.0,0.946,0.99044544,0.9914642821481445
0.5,0.9938407887696513,0.9969608712169178,0.9981624297684459,0.99889755,0.9994059569929985,0.9995847344170593,1.0,0.998,0.9979719,0.9939351201695997
0.5,0.49166222580784047,0.19420783645655879,0.5179767944867661,0.4097582,0.3247381597564756,0.35254193353520624,0.0,0.3432292825455581,0.09205687,0.03332765288478923
0.5,0.8149645630592626,0.47277227722772275,0.7537172134142053,0.93046176,0.9061262263971827,0.8526655591622849,0.0,0.7485,0.85255045,0.5934120517030013
0.5,0.9466869652409725,0.9723314182038101,0.8496496050039186,0.9578388,0.9934541579473822,0.9911425301895889,1.0,0.876,0.97997856,0.9759774703852516
0.5,0.9751287135750786,0.9723314182038101,0.9776096698309701,0.98781914,0.9958568760392471,0.9992309874391542,1.0,1.0,0.99444675,0.9902061744906206
0.5,0.15663308888496874,0.23692307692307693,0.24185429683747456,0.094332635,0.10557624258666631,0.16541360028421626,0.0,0.14089033311378701,0.02675885,0.03764262662806073
0.5,0.7870413202030125,0.5374771480804388,0.6698153251526021,0.5490136,0.42871469667903706,0.885351524930403,1.0,0.63978960291269,0.65978503,0.6362876453669633
0.5,0.8369055818498611,0.9732142857142857,0.9096571213319817,0.97767025,0.988992631965741,0.9872973041883314,1.0,0.9438198198198198,0.9859402,0.9855105411828752
0.5,0.9082532413367352,0.9723314182038101,0.9265628109930026,0.9692786,0.9912821689351471,0.9709308319804951,1.0,0.8980044804108935,0.973828,0.9604812367281585
0.5,0.12972614560251006,0.5384615384615384,0.2979430667382614,0.38184035,0.32348614113343954,0.5242975551510484,1.0,0.21,0.1882863,0.06082768324653176
0.5,0.9464930463981777,0.9969608712169178,0.9893408619398478,0.99490553,0.9987790323592229,0.9979310911097087,1.0,0.998,0.9967663,0.9913054977857377
0.5,0.3970571089671221,0.25986642380085,0.2687279718123958,0.32541895,0.2637766091854371,0.418720555297018,0.0,0.2022620935696406,0.08275944,0.09062147831704259
0.5,0.9343114149104194,0.9969608712169178,0.9793865089515112,0.9918491,0.9979572974625194,0.999040236017493,1.0,0.994,0.9911821,0.9908556767505567
0.5,0.827493432039718,0.9850746268656716,0.9323821406416051,0.9690064,0.9686720184112458,0.9899555434979236,1.0,0.9636774193548387,0.98393834,0.9542793245656246
0.5,0.9923291051794263,0.9723314182038101,0.9809988690373289,0.9892771,0.9902646860018411,0.9961240330706648,1.0,0.9737501024065539,0.9904624,0.9824671025537344
0.5,0.6982022562914285,0.8673469387755102,0.8905968759252807,0.8946322,0.9303806296272351,0.9189782292685454,1.0,0.8933856902356901,0.969468,0.9510648744899599
0.5,0.9933379596196478,0.9723314182038101,0.9990364930160145,0.9945442,0.996673849353099,0.9997928290042294,1.0,1.0,0.99657756,0.9908728013423053
0.5,0.54109669645344,0.5454545454545454,0.5760675859107975,0.51592976,0.5466876063284527,0.8324067591053723,1.0,0.29074634156133267,0.1537208,0.25472103620777486
0.5,0.989436418503812,0.9969608712169178,0.9951269775750682,0.997477,0.9994840010673052,0.9987009503658061,1.0,0.998,0.99756575,0.9937071039913783
0.5,0.29175192673503014,0.39538138558432473,0.2084373099976167,0.21363813,0.21673544888667273,0.4278482375757158,0.0,0.05485350010662654,0.01634717,0.020278756284707655
0.5,0.18048508486887527,0.1553398058252427,0.22672159779045484,0.23639429,0.1928027488806251,0.3279783598192586,0.0,0.008048780487804878,0.0067409277,0.014191473315966707
0.5,0.13058011356830324,0.25986642380085,0.2786097307660268,0.28295535,0.35360588944005067,0.5909198969124507,0.0,0.02002439024390244,0.013220906,0.015926422356752568
0.5,0.8637797307113956,0.8673469387755102,0.8781767036656437,0.93191624,0.9220993715809314,0.9770517860900154,1.0,0.9383608494230149,0.9774596,0.9641770396828984
0.5,0.9858720960016295,0.9723314182038101,0.9919052087271063,0.99454254,0.9962755250453499,0.9997785557615012,1.0,0.9979823008849558,0.99595755,0.990613579028942
0.5,0.818231383133466,0.8673469387755102,0.8794197562929941,0.9200638,0.9330705698801605,0.9365694747370624,1.0,0.9318823529411765,0.9723324,0.9648578827332415
0.5,0.9958538385211957,0.9969608712169178,0.9921139852717942,0.9963667,0.9969224633014157,0.9997440833396551,1.0,1.0,0.9961642,0.9937067789716215
0.5,0.9492718096728258,0.9969608712169178,0.9297916922223719,0.97785115,0.9882199895414217,0.9944940633936464,1.0,0.9235333333333333,0.9880426,0.9904480933787504
0.5,0.9482810273356311,0.9723314182038101,0.9161811797392526,0.92490476,0.9534167245851513,0.9935325347530621,1.0,0.9421801282051282,0.96781504,0.9599096476467798
0.5,0.10362504848988485,0.25986642380085,0.4086724039962478,0.3862124,0.3893359156313587,0.4119115318502641,0.0,0.01602275960170697,0.004588902,0.011235379805909496
